created_at,full_text,full_text_english,Positif,Negatif,Netral,Compound,klasifikasi,norm,tokens,stopword,stemming,stemming_string
2024-02-19 16:56:11,senen 19 feb 2024 gempar amp dahsyat bro 03 amp 01 kerja sama buka komunikasi ungkap kecurangan yg brutal timsus gama bongkar pemilu curang 03 ucapkan bakal ada ledakan yg sangat dahsyat bro,senen 19 feb 2024 gempar amp powerful bro 03 amp 01 cooperation open communication reveal brutal cheating the gama timsus unloaded cheating elections03 say there will be a very powerful explosion bro,0.0,0.046249999999999986,0.95375,-0.046249999999999986,Negatif,senin 19 feb 2024 gempar amp dahsyat bro 03 amp 01 kerja sama buka komunikasi ungkap curang yang brutal timsus gama bongkar pemilu curang 03 ucapkan bakal ada ledakan yang sangat dahsyat bro,"['senin', '19', 'feb', '2024', 'gempar', 'amp', 'dahsyat', 'bro', '03', 'amp', '01', 'kerja', 'sama', 'buka', 'komunikasi', 'ungkap', 'curang', 'yang', 'brutal', 'timsus', 'gama', 'bongkar', 'pemilu', 'curang', '03', 'ucapkan', 'bakal', 'ada', 'ledakan', 'yang', 'sangat', 'dahsyat', 'bro']","['senin', '19', 'feb', '2024', 'amp', 'dahsyat', '03', 'amp', '01', 'kerja', 'buka', 'komunikasi', 'curang', 'brutal', 'timsus', 'gama', 'bongkar', 'pemilu', 'curang', '03', 'ucapkan', 'ledakan', 'dahsyat']","['senin', '19', 'feb', '2024', 'amp', 'dahsyat', '03', 'amp', '01', 'kerja', 'buka', 'komunikasi', 'curang', 'brutal', 'timsus', 'gama', 'bongkar', 'milu', 'curang', '03', 'ucap', 'ledak', 'dahsyat']",senin 19 feb 2024 amp dahsyat 03 amp 01 kerja buka komunikasi curang brutal timsus gama bongkar pemilu curang 03 ucap ledak dahsyat
2024-02-19 17:01:20,kecurangan pemilu 2024 ini harus terus diteriakkan,this 2024 election fraud must continue to be shouted,0.0,0.0,1.0,0.0,Netral,curang pemilu 2024 ini harus terus diteriakkan,"['curang', 'pemilu', '2024', 'ini', 'harus', 'terus', 'diteriakkan']","['curang', 'pemilu', '2024', 'diteriakkan']","['curang', 'milu', '2024', 'teriak']",curang pemilu 2024 teriak
2024-02-19 17:02:42,pemilu 2024 menko polhukam tanggal 10 bulan januari tahun 2023 catat ya thn 2024 pasti ada yang menuding kpu itu curang setelah menjadi cawapres 03 amazing,election 2024 menko polhukam on 10 january 2023 recordin 2024 there must be someone who accused the kpu cheatingafter becoming vice president 03amazing,0.45,0.0,0.55,0.45,Positif,pemilu 2024 menko polhukam tanggal 10 bulan januari tahun 2023 catat ya tahun 2024 pasti ada yang menuding kpu itu curang setelah menjadi cawapres 03 mengagumkan,"['pemilu', '2024', 'menko', 'polhukam', 'tanggal', '10', 'bulan', 'januari', 'tahun', '2023', 'catat', 'ya', 'tahun', '2024', 'pasti', 'ada', 'yang', 'menuding', 'kpu', 'itu', 'curang', 'setelah', 'menjadi', 'cawapres', '03', 'mengagumkan']","['pemilu', '2024', 'menko', 'polhukam', 'tanggal', '10', 'januari', '2023', 'catat', '2024', 'menuding', 'kpu', 'curang', 'cawapres', '03', 'mengagumkan']","['milu', '2024', 'menko', 'polhukam', 'tanggal', '10', 'januari', '2023', 'catat', '2024', 'tuding', 'kpu', 'curang', 'cawapres', '03', 'kagum']",milu 2024 menko polhukam tanggal 10 januari 2023 catat 2024 tuding kpu curang cawapres 03 kagum
2024-02-19 17:52:40,tolak pemilu curang adili siapapun yg terlibat kecurangan dan penipuan pada pelaksanaan pemilu 2024,reject cheating election just anyone involved in fraud and fraud in the implementation of the 2024 election,0.0,0.0,1.0,0.0,Netral,tolak pemilu curang adili siapapun yang terlibat curang dan penipuan pada pelaksanaan pemilu 2024,"['tolak', 'pemilu', 'curang', 'adili', 'siapapun', 'yang', 'terlibat', 'curang', 'dan', 'penipuan', 'pada', 'pelaksanaan', 'pemilu', '2024']","['tolak', 'pemilu', 'curang', 'adili', 'terlibat', 'curang', 'penipuan', 'pelaksanaan', 'pemilu', '2024']","['tolak', 'milu', 'curang', 'adil', 'libat', 'curang', 'tipu', 'laksana', 'milu', '2024']",tolak pemilu curang adil libat curang tipu laksana pemilu 2024
2024-02-19 18:11:14,bukan sekedar dipecat oknum komisioner kpu harus digantung sampe mati agar dapat menimbulkan efek jera bagi para oknum kpu yg lain berbuat curang di pemilu 2024 terhadap nkri sama artinya melakukan perbuatan makar oknum komisioner kpu harus digantung sampe mati,not just being fired by kpu commissioners must be hung until dead in order to cause a deterrent effect for other kpu individualscheating in the 2024 election against the republic of indonesia is the same as doing treasonkpu commissioner person must be hung until dead,0.0,0.13125,0.86875,-0.13125,Negatif,bukan sekedar dipecat oknum komisioner kpu harus digantung sampai mati agar dapat menimbulkan efek jera bagi para oknum kpu yang lain berbuat curang di pemilu 2024 terhadap nkri sama artinya melakukan perbuatan makar oknum komisioner kpu harus digantung sampai mati,"['bukan', 'sekedar', 'dipecat', 'oknum', 'komisioner', 'kpu', 'harus', 'digantung', 'sampai', 'mati', 'agar', 'dapat', 'menimbulkan', 'efek', 'jera', 'bagi', 'para', 'oknum', 'kpu', 'yang', 'lain', 'berbuat', 'curang', 'di', 'pemilu', '2024', 'terhadap', 'nkri', 'sama', 'artinya', 'melakukan', 'perbuatan', 'makar', 'oknum', 'komisioner', 'kpu', 'harus', 'digantung', 'sampai', 'mati']","['sekedar', 'dipecat', 'komisioner', 'kpu', 'digantung', 'menimbulkan', 'efek', 'jera', 'kpu', 'berbuat', 'curang', 'pemilu', '2024', 'nkri', 'perbuatan', 'makar', 'komisioner', 'kpu', 'digantung']","['dar', 'pecat', 'komisioner', 'kpu', 'gantung', 'timbul', 'efek', 'jera', 'kpu', 'buat', 'curang', 'milu', '2024', 'nkri', 'buat', 'makar', 'komisioner', 'kpu', 'gantung']",dar pecat komisioner kpu gantung timbul efek jera kpu buat curang pemilu 2024 nkri buat makar komisioner kpu gantung
2024-02-19 18:15:32,bismillah pemilu 14 februari 2024 yg tlh berlalu makin terindikasi kuat kecurangan pemilu dilakukan secara tsm amp brutal maka harapan rakyat pak anies baswedan cak imin berani mengambil tindakan tegas menolak hasil pemilu curang secara tsm tanpa menunggu hasil pemilu,bismillah election on february 14 2024 which has passed more indicated that the election fraud is carried out by tsm amp brutalso the hope of the people of pak anies baswedan cak imin dared to take decisive action to reject the results of the election cheating by tsm without waiting for the results of the election,0.3,0.0,0.7,0.3,Positif,bismillah pemilu 14 februari 2024 yang telah berlalu makin terindikasi kuat curang pemilu dilakukan secara tsm amp brutal maka harapan rakyat pak anies baswedan cak imin berani mengambil tindakan tegas menolak hasil pemilu curang secara tsm tanpa menunggu hasil pemilu,"['bismillah', 'pemilu', '14', 'februari', '2024', 'yang', 'telah', 'berlalu', 'makin', 'terindikasi', 'kuat', 'curang', 'pemilu', 'dilakukan', 'secara', 'tsm', 'amp', 'brutal', 'maka', 'harapan', 'rakyat', 'pak', 'anies', 'baswedan', 'cak', 'imin', 'berani', 'mengambil', 'tindakan', 'tegas', 'menolak', 'hasil', 'pemilu', 'curang', 'secara', 'tsm', 'tanpa', 'menunggu', 'hasil', 'pemilu']","['pemilu', '14', 'februari', '2024', 'terindikasi', 'kuat', 'curang', 'pemilu', 'amp', 'brutal', 'harapan', 'rakyat', 'anies', 'baswedan', 'cak', 'imin', 'berani', 'mengambil', 'tindakan', 'menolak', 'hasil', 'pemilu', 'curang', 'menunggu', 'hasil', 'pemilu']","['milu', '14', 'februari', '2024', 'indikasi', 'kuat', 'curang', 'milu', 'amp', 'brutal', 'harap', 'rakyat', 'anies', 'baswedan', 'cak', 'imin', 'berani', 'ambil', 'tindak', 'tolak', 'hasil', 'milu', 'curang', 'tunggu', 'hasil', 'milu']",milu 14 februari 2024 indikasi kuat curang pemilu amp brutal harap rakyat anies baswedan cak imin berani ambil tindak tolak hasil pemilu curang tunggu hasil milu
2024-02-19 18:16:27,pemilu 2024 sengaja curang demi menjadikan penculik sebagai presiden anehnya pendukungnya bangga,the 2024 election was deliberately cheating in order to make the kidnapper as president strangely supported his supporters,0.0,0.05,0.95,-0.05,Negatif,pemilu 2024 sengaja curang demi menjadikan penculik sebagai presiden anehnya pendukungnya bangga,"['pemilu', '2024', 'sengaja', 'curang', 'demi', 'menjadikan', 'penculik', 'sebagai', 'presiden', 'anehnya', 'pendukungnya', 'bangga']","['pemilu', '2024', 'sengaja', 'curang', 'menjadikan', 'penculik', 'presiden', 'anehnya', 'pendukungnya', 'bangga']","['milu', '2024', 'sengaja', 'curang', 'jadi', 'culik', 'presiden', 'aneh', 'dukung', 'bangga']",milu 2024 sengaja curang jadi culik presiden aneh dukung bangga
2024-02-19 18:25:12,klo ada yang ngomong curang di rakayasa hati kami sangat sakit kami mempertaruhkan nyawa kami demi suksesnya pemilu 2024 pemilu 2024,if there are those who talk to cheatingengineered our hearts are very sick we risk our lives for the success of the 2024 election,0.0,0.3142857142857143,0.6857142857142857,-0.3142857142857143,Negatif,kalau ada yang ngomong curang di rakayasa hati kami sangat sakit kami mempertaruhkan nyawa kami demi suksesnya pemilu 2024 pemilu 2024,"['kalau', 'ada', 'yang', 'ngomong', 'curang', 'di', 'rakayasa', 'hati', 'kami', 'sangat', 'sakit', 'kami', 'mempertaruhkan', 'nyawa', 'kami', 'demi', 'suksesnya', 'pemilu', '2024', 'pemilu', '2024']","['ngomong', 'curang', 'rakayasa', 'hati', 'sakit', 'mempertaruhkan', 'nyawa', 'suksesnya', 'pemilu', '2024', 'pemilu', '2024']","['ngomong', 'curang', 'rakayasa', 'hati', 'sakit', 'taruh', 'nyawa', 'sukses', 'milu', '2024', 'milu', '2024']",ngomong curang rakayasa hati sakit taruh nyawa sukses pemilu 2024 pemilu 2024
2024-02-19 18:36:13,gantung mati oknum komisioner kpu dan bawaslu yamg telah melakukan kecurangan agar bisa memenangkan satu paslon yang secara nyata didukung rezim jokowi melakukan perbuatan curang pd pemilu 2024 dapat dikategorikan melakukan makar,hanging deadly kpu commissioner and bawaslu yamg has committed cheating in order to win a paslon that is actually supported by the jokowi regime to commit acts of cheating in the 2024 elections can be categorized as makar,0.20000000000000004,0.0,0.7999999999999999,0.20000000000000004,Positif,gantung mati oknum komisioner kpu dan bawaslu yamg telah melakukan curang agar bisa memenangkan satu pasangan calon yang secara nyata didukung rezim jokowi melakukan perbuatan curang pd pemilu 2024 dapat dikategorikan melakukan makar,"['gantung', 'mati', 'oknum', 'komisioner', 'kpu', 'dan', 'bawaslu', 'yamg', 'telah', 'melakukan', 'curang', 'agar', 'bisa', 'memenangkan', 'satu', 'pasangan', 'calon', 'yang', 'secara', 'nyata', 'didukung', 'rezim', 'jokowi', 'melakukan', 'perbuatan', 'curang', 'pd', 'pemilu', '2024', 'dapat', 'dikategorikan', 'melakukan', 'makar']","['komisioner', 'kpu', 'bawaslu', 'yamg', 'curang', 'memenangkan', 'pasangan', 'calon', 'nyata', 'didukung', 'rezim', 'jokowi', 'perbuatan', 'curang', 'pemilu', '2024', 'dikategorikan', 'makar']","['komisioner', 'kpu', 'bawaslu', 'yamg', 'curang', 'menang', 'pasang', 'calon', 'nyata', 'dukung', 'rezim', 'jokowi', 'buat', 'curang', 'milu', '2024', 'kategori', 'makar']",komisioner kpu bawaslu yamg curang menang pasang calon nyata dukung rezim jokowi buat curang pemilu 2024 kategori makar
2024-02-19 19:09:08,sebenernya tanpa curang pun 08 ttp menang hanya saja menutup kemungkinan lawan kecurangan dilakukan cuma itu sih pemilu 2024,actually without cheating 08 ttp wins its just closing the possibility of opponentsfraud is done only that is the 2024 election,0.09999999999999999,0.0,0.9,0.09999999999999999,Positif,sebenernya tanpa curang pun 08 ttp menang hanya saja menutup kemungkinan lawan curang dilakukan cuma itu sih pemilu 2024,"['sebenernya', 'tanpa', 'curang', 'pun', '08', 'ttp', 'menang', 'hanya', 'saja', 'menutup', 'kemungkinan', 'lawan', 'curang', 'dilakukan', 'cuma', 'itu', 'sih', 'pemilu', '2024']","['sebenernya', 'curang', '08', 'ttp', 'menang', 'menutup', 'lawan', 'curang', 'pemilu', '2024']","['sebenernya', 'curang', '08', 'ttp', 'menang', 'tutup', 'lawan', 'curang', 'milu', '2024']",sebenernya curang 08 ttp menang tutup lawan curang pemilu 2024
2024-02-19 21:04:48,pemilu 2024 curang di era jokowi itu benar amp memalukan jgn lelah mencintai indonesiateriaklah trussteriaklah truss,2024 cheating elections in the jokowi era that is true amp embarrassingdont be tired of loving indonesia shouted truss shouted truss,0.18333333333333332,0.0,0.8166666666666667,0.18333333333333332,Positif,pemilu 2024 curang di era jokowi itu benar amp memalukan jangan lelah mencintai indonesiateriaklah trussteriaklah truss,"['pemilu', '2024', 'curang', 'di', 'era', 'jokowi', 'itu', 'benar', 'amp', 'memalukan', 'jangan', 'lelah', 'mencintai', 'indonesiateriaklah', 'trussteriaklah', 'truss']","['pemilu', '2024', 'curang', 'era', 'jokowi', 'amp', 'memalukan', 'lelah', 'mencintai', 'indonesiateriaklah', 'trussteriaklah']","['milu', '2024', 'curang', 'era', 'jokowi', 'amp', 'malu', 'lelah', 'cinta', 'indonesiateriaklah', 'trussteriaklah']",milu 2024 curang era jokowi amp malu lelah cinta indonesiateriaklah trussteriaklah
2024-02-19 21:49:14,tolak pemilu curang 2024,rejects cheating elections 2024,0.0,0.0,1.0,0.0,Netral,tolak pemilu curang 2024,"['tolak', 'pemilu', 'curang', '2024']","['tolak', 'pemilu', 'curang', '2024']","['tolak', 'milu', 'curang', '2024']",tolak pemilu curang 2024
2024-02-19 23:30:59,anda mengambil data pemilu tahun 2019 ya19 february 2024 hari senin bukan sabtue he kamu ketahuan curangdengan hari saja curangcurang 2 hari loh,you take the 2019 election data february 19 2024 monday not saturday you are caught cheating with a cheating day cheating 2 days,0.0,0.0,1.0,0.0,Netral,anda mengambil data pemilu tahun 2019 ya19 february 2024 hari senin bukan sabtue he kamu ketahuan curangdengan hari saja curangcurang 2 hari loh,"['anda', 'mengambil', 'data', 'pemilu', 'tahun', '2019', 'ya19', 'february', '2024', 'hari', 'senin', 'bukan', 'sabtue', 'he', 'kamu', 'ketahuan', 'curangdengan', 'hari', 'saja', 'curangcurang', '2', 'hari', 'loh']","['mengambil', 'data', 'pemilu', '2019', 'ya19', 'february', '2024', 'senin', 'sabtue', 'he', 'ketahuan', 'curangdengan', 'curangcurang', 'loh']","['ambil', 'data', 'milu', '2019', 'ya19', 'february', '2024', 'senin', 'sabtue', 'he', 'tahu', 'curangdengan', 'curangcurang', 'loh']",ambil data pemilu 2019 ya19 february 2024 senin sabtue he tahu curangdengan curangcurang loh
